Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
3076,CA-2026-794427,2026-11-07,2026-11-14,Standard Class,CUST-00002,Sean O'Donnell,Consumer,United States,Nashville,Tennessee,57205,South,OFF-PA-10000015,Office Supplies,Paper,Paper Model-O15,260.68,7,0.0,158.24
3077,CA-2026-785172,2026-12-13,2026-12-19,Standard Class,CUST-00152,Mark Lee,Home Office,United States,Boston,Massachusetts,81182,East,OFF-BI-10000001,Office Supplies,Binders,Binder Model-A1,126.58,2,0.2,66.4
3078,CA-2024-937117,2024-12-17,2024-12-24,Standard Class,CUST-00322,Thomas Clark,Home Office,United States,Henderson,Kentucky,83717,South,FUR-CH-10000009,Furniture,Chairs,Chair Model-I9,854.91,9,0.0,155.22
3079,CA-2025-815348,2025-03-19,2025-03-21,First Class,CUST-00082,Robert Martin,Home Office,United States,Los Angeles,California,13812,West,TEC-CO-10000014,Technology,Copiers,Copier Model-N14,3310.72,4,0.0,1826.43
3080,CA-2024-861907,2024-03-31,2024-04-06,Standard Class,CUST-00004,Andrew Allen,Corporate,United States,Henderson,Kentucky,39559,South,TEC-AC-10000008,Technology,Accessories,Accessorie Model-H8,496.15,9,0.2,188.26
3081,CA-2024-891366,2024-12-12,2024-12-15,First Class,CUST-00326,Margaret Lee,Home Office,United States,Henderson,Kentucky,43817,South,FUR-FU-10000013,Furniture,Furnishings,Furnishing Model-M13,72.24,4,0.0,16.12
3082,CA-2024-583620,2024-07-21,2024-07-23,First Class,CUST-00340,William Thompson,Corporate,United States,Chicago,Illinois,61626,Central,OFF-AR-10000012,Office Supplies,Art,Art Model-L12,92.79,3,0.0,49.67
3083,CA-2025-193636,2025-03-13,2025-03-17,Second Class,CUST-00198,John Jackson,Home Office,United States,Henderson,Kentucky,37472,South,OFF-BI-10000003,Office Supplies,Binders,Binder Model-C3,355.54,7,0.2,178.99
3084,CA-2025-287858,2025-05-12,2025-05-17,Second Class,CUST-00018,Mick Hernandez,Consumer,United States,Atlanta,Georgia,82797,South,FUR-BO-10000007,Furniture,Bookcases,Bookcase Model-G7,3052.62,9,0.0,538.15
3085,CA-2025-220566,2025-03-18,2025-03-25,Standard Class,CUST-00033,Gary Detector,Home Office,United States,Seattle,Washington,89666,West,OFF-PA-10000006,Office Supplies,Paper,Paper Model-F6,45.68,8,0.0,16.89
3086,CA-2025-100233,2025-01-07,2025-01-08,Same Day,CUST-00024,David Kendrick,Home Office,United States,New York,New York,39352,East,OFF-PA-10000007,Office Supplies,Paper,Paper Model-G7,54.2,5,0.0,20.23
3087,CA-2024-191258,2024-11-11,2024-11-17,Standard Class,CUST-00050,Nancy Rodriguez,Consumer,United States,Detroit,Michigan,75456,Central,OFF-PA-10000009,Office Supplies,Paper,Paper Model-I9,24.48,2,0.1,11.76
3088,CA-2024-459270,2024-01-03,2024-01-08,Second Class,CUST-00150,Sandra Lee,Corporate,United States,Wilmington,Delaware,42779,East,TEC-CO-10000002,Technology,Copiers,Copier Model-B2,8156.7,10,0.1,4131.5
3089,CA-2025-712403,2025-11-13,2025-11-17,Second Class,CUST-00262,Barbara Wilson,Home Office,United States,Columbus,Ohio,97334,Central,FUR-TA-10000015,Furniture,Tables,Table Model-O15,1204.86,3,0.0,30.73
3090,CA-2025-695186,2025-11-22,2025-11-23,Same Day,CUST-00046,Justin Hirsch,Corporate,United States,Phoenix,Arizona,33750,West,OFF-EN-10000006,Office Supplies,Envelopes,Envelope Model-F6,30.34,3,0.2,14.46
3091,CA-2025-815154,2025-08-02,2025-08-04,First Class,CUST-00086,Elizabeth Garcia,Corporate,United States,Henderson,Kentucky,71469,South,FUR-CH-10000012,Furniture,Chairs,Chair Model-L12,1894.98,6,0.0,543.24
3092,CA-2025-974026,2025-03-30,2025-04-01,First Class,CUST-00342,William Perez,Home Office,United States,Columbus,Ohio,10932,Central,FUR-FU-10000001,Furniture,Furnishings,Furnishing Model-A1,109.06,6,0.2,10.9
3093,CA-2025-526037,2025-04-22,2025-04-24,First Class,CUST-00270,William Johnson,Home Office,United States,Salt Lake City,Utah,64225,West,FUR-BO-10000002,Furniture,Bookcases,Bookcase Model-B2,2104.41,10,0.3,-400.31
3094,CA-2025-597321,2025-06-04,2025-06-09,Second Class,CUST-00278,Charles Robinson,Home Office,United States,Houston,Texas,14578,Central,TEC-MA-10000013,Technology,Machines,Machine Model-M13,5737.14,6,0.0,1541.14
3095,CA-2024-530673,2024-07-24,2024-07-29,Second Class,CUST-00142,Jennifer Anderson,Consumer,United States,Indianapolis,Indiana,48449,Central,TEC-CO-10000003,Technology,Copiers,Copier Model-C3,2535.16,4,0.0,1361.1
3096,CA-2024-940876,2024-10-07,2024-10-11,Second Class,CUST-00013,Emily Burns,Consumer,United States,Phoenix,Arizona,36314,West,FUR-FU-10000009,Furniture,Furnishings,Furnishing Model-I9,511.2,8,0.0,215.6
3097,CA-2026-371877,2026-02-22,2026-02-27,Second Class,CUST-00150,Sandra Lee,Corporate,United States,Nashville,Tennessee,53880,South,OFF-FA-10000013,Office Supplies,Fasteners,Fastener Model-M13,50.54,7,0.0,28.38
3098,CA-2026-365018,2026-04-18,2026-04-21,First Class,CUST-00176,Anthony Jones,Consumer,United States,Boston,Massachusetts,56344,East,TEC-CO-10000006,Technology,Copiers,Copier Model-F6,3491.81,4,0.2,1585.91
3099,CA-2026-729686,2026-06-03,2026-06-04,Same Day,CUST-00316,David Jones,Corporate,United States,Portland,Oregon,13082,West,TEC-AC-10000004,Technology,Accessories,Accessorie Model-D4,539.12,8,0.0,248.52
3100,CA-2025-348537,2025-12-22,2025-12-29,Standard Class,CUST-00332,Patricia Lewis,Consumer,United States,Detroit,Michigan,39752,Central,OFF-PA-10000015,Office Supplies,Paper,Paper Model-O15,235.86,6,0.0,143.71
3101,CA-2025-522485,2025-03-27,2025-03-30,First Class,CUST-00092,Lisa Hernandez,Consumer,United States,Wilmington,Delaware,78809,East,FUR-BO-10000002,Furniture,Bookcases,Bookcase Model-B2,1141.18,9,0.3,-306.51
3102,CA-2025-130592,2025-11-08,2025-11-12,Second Class,CUST-00256,Donald Johnson,Consumer,United States,Detroit,Michigan,78794,Central,FUR-BO-10000011,Furniture,Bookcases,Bookcase Model-K11,1340.45,5,0.0,210.11
3103,CA-2025-979158,2025-11-02,2025-11-09,Standard Class,CUST-00090,Matthew Moore,Consumer,United States,Boston,Massachusetts,10171,East,OFF-SU-10000005,Office Supplies,Supplies,Supplie Model-E5,285.41,4,0.2,55.35
3104,CA-2024-709669,2024-01-31,2024-02-01,Same Day,CUST-00326,Margaret Lee,Home Office,United States,Phoenix,Arizona,57312,West,OFF-FA-10000013,Office Supplies,Fasteners,Fastener Model-M13,38.07,9,0.0,13.15
3105,CA-2025-881783,2025-12-30,2026-01-03,Second Class,CUST-00188,William Thompson,Corporate,United States,Nashville,Tennessee,65973,South,OFF-AP-10000009,Office Supplies,Appliances,Appliance Model-I9,1560.37,7,0.0,597.17
3106,CA-2024-894721,2024-11-29,2024-12-03,Second Class,CUST-00050,Nancy Rodriguez,Consumer,United States,Detroit,Michigan,24609,Central,OFF-AR-10000011,Office Supplies,Art,Art Model-K11,31.76,1,0.0,17.06
3107,CA-2025-815193,2025-08-12,2025-08-19,Standard Class,CUST-00017,Roy Phan,Consumer,United States,New York,New York,12771,East,FUR-TA-10000001,Furniture,Tables,Table Model-A1,3517.86,7,0.1,-84.56
3108,CA-2026-592130,2026-06-13,2026-06-14,Same Day,CUST-00150,Sandra Lee,Corporate,United States,Henderson,Kentucky,44389,South,OFF-PA-10000002,Office Supplies,Paper,Paper Model-B2,427.68,8,0.0,253.99
3109,CA-2024-382687,2024-07-26,2024-07-28,First Class,CUST-00005,Irene Madden,Consumer,United States,Houston,Texas,44548,Central,OFF-AP-10000005,Office Supplies,Appliances,Appliance Model-E5,248.98,6,0.6,-183.36
3110,CA-2025-905866,2025-12-23,2025-12-28,Second Class,CUST-00252,Jennifer Wilson,Corporate,United States,Portland,Oregon,13005,West,TEC-PH-10000003,Technology,Phones,Phone Model-C3,4481.1,6,0.0,2192.55
3111,CA-2025-553732,2025-10-18,2025-10-22,Second Class,CUST-00008,Alejandro Grove,Home Office,United States,Phoenix,Arizona,13800,West,OFF-SU-10000006,Office Supplies,Supplies,Supplie Model-F6,416.79,9,0.0,121.72
3112,CA-2026-329031,2026-02-13,2026-02-17,Second Class,CUST-00021,Shirley Jackson,Home Office,United States,Philadelphia,Pennsylvania,88605,East,FUR-TA-10000002,Furniture,Tables,Table Model-B2,2138.15,7,0.0,-29.28
3113,CA-2025-207430,2025-11-16,2025-11-20,Second Class,CUST-00078,Lisa Rodriguez,Home Office,United States,Henderson,Kentucky,94490,South,OFF-PA-10000001,Office Supplies,Paper,Paper Model-A1,168.25,5,0.0,99.36
3114,CA-2025-112276,2025-12-17,2025-12-19,First Class,CUST-00076,Susan Lopez,Consumer,United States,Columbus,Ohio,75607,Central,OFF-EN-10000010,Office Supplies,Envelopes,Envelope Model-J10,46.98,9,0.0,23.89
3115,CA-2025-137552,2025-05-16,2025-05-23,Standard Class,CUST-00011,Ken Lonsdale,Home Office,United States,Milwaukee,Wisconsin,57627,Central,FUR-FU-10000001,Furniture,Furnishings,Furnishing Model-A1,602.06,7,0.2,197.77
3116,CA-2025-339073,2025-04-10,2025-04-17,Standard Class,CUST-00224,Lisa Wilson,Corporate,United States,Richmond,Virginia,79587,South,OFF-SU-10000008,Office Supplies,Supplies,Supplie Model-H8,136.8,4,0.0,38.72
3117,CA-2024-107590,2024-09-17,2024-09-24,Standard Class,CUST-00128,Joseph Martin,Corporate,United States,Chicago,Illinois,66735,Central,TEC-MA-10000014,Technology,Machines,Machine Model-N14,5330.35,5,0.0,1479.11
3118,CA-2026-680996,2026-06-07,2026-06-10,First Class,CUST-00266,Lisa Thompson,Corporate,United States,Phoenix,Arizona,34209,West,OFF-FA-10000012,Office Supplies,Fasteners,Fastener Model-L12,1.45,1,0.2,-0.09
3119,CA-2026-644480,2026-06-08,2026-06-10,First Class,CUST-00288,Joseph Brown,Home Office,United States,Detroit,Michigan,42204,Central,OFF-SU-10000010,Office Supplies,Supplies,Supplie Model-J10,667.38,7,0.0,231.95
3120,CA-2024-878498,2024-11-29,2024-12-04,Second Class,CUST-00086,Elizabeth Garcia,Corporate,United States,Charlotte,North Carolina,15458,South,OFF-LA-10000007,Office Supplies,Labels,Label Model-G7,149.3,10,0.0,94.51
3121,CA-2025-230230,2025-11-06,2025-11-12,Standard Class,CUST-00008,Alejandro Grove,Home Office,United States,Milwaukee,Wisconsin,58725,Central,OFF-EN-10000007,Office Supplies,Envelopes,Envelope Model-G7,27.7,6,0.1,13.67
3122,CA-2026-329580,2026-01-31,2026-02-02,First Class,CUST-00282,Robert Ramirez,Consumer,United States,Philadelphia,Pennsylvania,89567,East,TEC-PH-10000003,Technology,Phones,Phone Model-C3,3470.94,10,0.4,498.49
3123,CA-2024-130777,2024-01-22,2024-01-29,Standard Class,CUST-00042,Nora Pelletier,Consumer,United States,Portland,Oregon,62369,West,OFF-BI-10000001,Office Supplies,Binders,Binder Model-A1,22.65,1,0.0,12.32
3124,CA-2025-127007,2025-03-26,2025-03-31,Second Class,CUST-00030,Patrick O'Donnell,Corporate,United States,Charlotte,North Carolina,17880,South,TEC-AC-10000011,Technology,Accessories,Accessorie Model-K11,312.48,8,0.1,124.24
3125,CA-2024-657527,2024-12-07,2024-12-08,Same Day,CUST-00234,Betty Hernandez,Consumer,United States,Miami,Florida,12882,South,OFF-AP-10000015,Office Supplies,Appliances,Appliance Model-O15,164.02,2,0.0,28.81
3126,CA-2024-230490,2024-05-23,2024-05-30,Standard Class,CUST-00304,James Perez,Home Office,United States,Indianapolis,Indiana,26556,Central,TEC-AC-10000012,Technology,Accessories,Accessorie Model-L12,690.55,5,0.0,363.8
3127,CA-2026-565006,2026-03-11,2026-03-16,Second Class,CUST-00070,Sandra Brown,Corporate,United States,Boston,Massachusetts,48970,East,OFF-LA-10000001,Office Supplies,Labels,Label Model-A1,55.17,8,0.2,26.48
3128,CA-2026-445514,2026-02-13,2026-02-18,Second Class,CUST-00178,Lisa Thomas,Home Office,United States,Denver,Colorado,78869,West,TEC-PH-10000001,Technology,Phones,Phone Model-A1,3493.9,5,0.0,1706.95
3129,CA-2025-296916,2025-10-15,2025-10-17,First Class,CUST-00218,Christopher Thomas,Consumer,United States,Boston,Massachusetts,21094,East,OFF-LA-10000003,Office Supplies,Labels,Label Model-C3,16.83,3,0.0,8.78
3130,CA-2026-293636,2026-02-22,2026-02-24,First Class,CUST-00172,Robert White,Corporate,United States,Atlanta,Georgia,86923,South,OFF-BI-10000001,Office Supplies,Binders,Binder Model-A1,139.42,2,0.0,84.62
3131,CA-2026-720493,2026-06-10,2026-06-16,Standard Class,CUST-00188,William Thompson,Corporate,United States,Indianapolis,Indiana,78937,Central,OFF-ST-10000005,Office Supplies,Storage,Storage Model-E5,901.74,6,0.0,402.87
3132,CA-2024-115616,2024-11-19,2024-11-23,Second Class,CUST-00322,Thomas Clark,Home Office,United States,Charlotte,North Carolina,44314,South,OFF-SU-10000010,Office Supplies,Supplies,Supplie Model-J10,308.9,7,0.2,42.23
3133,CA-2026-635215,2026-04-24,2026-04-27,First Class,CUST-00212,Lisa Thomas,Consumer,United States,Henderson,Kentucky,25090,South,TEC-MA-10000002,Technology,Machines,Machine Model-B2,5478.0,6,0.0,1463.4
3134,CA-2025-533033,2025-12-10,2025-12-14,Second Class,CUST-00314,Karen Miller,Home Office,United States,Miami,Florida,41106,South,TEC-MA-10000010,Technology,Machines,Machine Model-J10,4259.52,8,0.0,1037.86
3135,CA-2025-846382,2025-09-01,2025-09-04,First Class,CUST-00130,Charles Rodriguez,Home Office,United States,Portland,Oregon,53599,West,OFF-FA-10000011,Office Supplies,Fasteners,Fastener Model-K11,8.15,1,0.0,4.71
3136,CA-2024-384698,2024-05-17,2024-05-21,Second Class,CUST-00174,Mark Williams,Home Office,United States,Charlotte,North Carolina,68592,South,TEC-AC-10000002,Technology,Accessories,Accessorie Model-B2,1029.84,8,0.0,534.41
3137,CA-2025-872444,2025-01-16,2025-01-18,First Class,CUST-00138,Anthony Lee,Corporate,United States,Nashville,Tennessee,25397,South,FUR-FU-10000003,Furniture,Furnishings,Furnishing Model-C3,216.64,8,0.2,41.24
3138,CA-2025-481878,2025-08-23,2025-08-25,First Class,CUST-00196,Elizabeth Williams,Corporate,United States,Indianapolis,Indiana,15051,Central,FUR-BO-10000005,Furniture,Bookcases,Bookcase Model-E5,1066.15,5,0.0,141.54
3139,CA-2025-307070,2025-09-06,2025-09-11,Second Class,CUST-00108,James Davis,Home Office,United States,Columbus,Ohio,44753,Central,TEC-MA-10000012,Technology,Machines,Machine Model-L12,1103.56,2,0.4,-243.92
3140,CA-2025-276953,2025-11-25,2025-12-02,Standard Class,CUST-00164,Patricia Robinson,Corporate,United States,Houston,Texas,30190,Central,OFF-AR-10000010,Office Supplies,Art,Art Model-J10,68.42,4,0.2,27.81
3141,CA-2026-812549,2026-03-06,2026-03-10,Second Class,CUST-00084,Jennifer Moore,Home Office,United States,Wilmington,Delaware,49469,East,FUR-FU-10000002,Furniture,Furnishings,Furnishing Model-B2,288.15,3,0.0,129.08
3142,CA-2025-158596,2025-05-09,2025-05-11,First Class,CUST-00016,Valerie Mitchum,Consumer,United States,Charlotte,North Carolina,24834,South,OFF-ST-10000013,Office Supplies,Storage,Storage Model-M13,598.37,5,0.1,215.94
3143,CA-2024-481189,2024-12-13,2024-12-16,First Class,CUST-00122,James Lee,Consumer,United States,Portland,Oregon,56293,West,OFF-BI-10000002,Office Supplies,Binders,Binder Model-B2,303.3,6,0.0,179.14
3144,CA-2025-901415,2025-03-21,2025-03-22,Same Day,CUST-00166,Donald Clark,Corporate,United States,Seattle,Washington,58891,West,TEC-AC-10000009,Technology,Accessories,Accessorie Model-I9,1168.88,8,0.0,594.88
3145,CA-2025-896007,2025-02-28,2025-03-01,Same Day,CUST-00236,Elizabeth Miller,Consumer,United States,Miami,Florida,49521,South,TEC-PH-10000014,Technology,Phones,Phone Model-N14,5942.64,10,0.2,2108.49
3146,CA-2026-711394,2026-11-03,2026-11-07,Second Class,CUST-00022,Darren Powers,Home Office,United States,Charlotte,North Carolina,99193,South,OFF-FA-10000001,Office Supplies,Fasteners,Fastener Model-A1,21.19,3,0.2,10.24
3147,CA-2024-642798,2024-12-29,2024-12-30,Same Day,CUST-00348,Robert Lee,Corporate,United States,Los Angeles,California,97586,West,OFF-ST-10000010,Office Supplies,Storage,Storage Model-J10,860.76,9,0.0,295.38
3148,CA-2025-197344,2025-06-02,2025-06-08,Standard Class,CUST-00296,Christopher Taylor,Corporate,United States,New York,New York,14379,East,OFF-BI-10000005,Office Supplies,Binders,Binder Model-E5,251.1,9,0.1,131.85
3149,CA-2024-819294,2024-04-20,2024-04-22,First Class,CUST-00044,Zack Olson,Consumer,United States,Philadelphia,Pennsylvania,63201,East,OFF-AP-10000013,Office Supplies,Appliances,Appliance Model-M13,621.2,10,0.0,129.54
3150,CA-2025-347677,2025-11-25,2025-12-01,Standard Class,CUST-00060,Donald Ramirez,Corporate,United States,Chicago,Illinois,75506,Central,OFF-PA-10000001,Office Supplies,Paper,Paper Model-A1,7.34,1,0.0,3.17
3151,CA-2025-397089,2025-07-10,2025-07-14,Second Class,CUST-00214,Karen Jones,Home Office,United States,Salt Lake City,Utah,18229,West,OFF-LA-10000009,Office Supplies,Labels,Label Model-I9,56.96,4,0.0,35.87
3152,CA-2025-943458,2025-04-05,2025-04-12,Standard Class,CUST-00336,Betty Moore,Consumer,United States,Columbus,Ohio,66659,Central,OFF-BI-10000014,Office Supplies,Binders,Binder Model-N14,106.9,5,0.0,57.49
3153,CA-2024-391602,2024-05-18,2024-05-23,Second Class,CUST-00068,Robert Ramirez,Consumer,United States,Henderson,Kentucky,22151,South,FUR-TA-10000003,Furniture,Tables,Table Model-C3,1193.74,7,0.5,-1185.63
3154,CA-2024-902143,2024-06-01,2024-06-05,Second Class,CUST-00106,Thomas Jones,Corporate,United States,Miami,Florida,43771,South,OFF-EN-10000014,Office Supplies,Envelopes,Envelope Model-N14,84.84,4,0.0,55.39
3155,CA-2024-816281,2024-06-19,2024-06-24,Second Class,CUST-00172,Robert White,Corporate,United States,Chicago,Illinois,67978,Central,OFF-PA-10000003,Office Supplies,Paper,Paper Model-C3,289.02,6,0.0,175.86
3156,CA-2025-192601,2025-12-10,2025-12-14,Second Class,CUST-00104,Sarah Gonzalez,Home Office,United States,Henderson,Kentucky,84249,South,FUR-FU-10000014,Furniture,Furnishings,Furnishing Model-N14,397.98,9,0.0,153.99
3157,CA-2024-446324,2024-11-09,2024-11-12,First Class,CUST-00146,David Taylor,Consumer,United States,Denver,Colorado,90819,West,OFF-SU-10000001,Office Supplies,Supplies,Supplie Model-A1,80.3,2,0.0,22.12
3158,CA-2026-930722,2026-04-07,2026-04-10,First Class,CUST-00284,Robert Martin,Consumer,United States,Seattle,Washington,90615,West,OFF-AP-10000012,Office Supplies,Appliances,Appliance Model-L12,157.68,3,0.0,25.96
3159,CA-2026-793410,2026-03-23,2026-03-24,Same Day,CUST-00234,Betty Hernandez,Consumer,United States,Detroit,Michigan,87221,Central,OFF-BI-10000010,Office Supplies,Binders,Binder Model-J10,262.93,9,0.1,120.18
3160,CA-2025-244043,2025-11-19,2025-11-26,Standard Class,CUST-00037,Guy Armstrong,Home Office,United States,Salt Lake City,Utah,95187,West,OFF-PA-10000012,Office Supplies,Paper,Paper Model-L12,140.66,3,0.2,74.32
3161,CA-2024-808302,2024-07-09,2024-07-11,First Class,CUST-00188,William Thompson,Corporate,United States,Seattle,Washington,73697,West,OFF-SU-10000001,Office Supplies,Supplies,Supplie Model-A1,240.88,5,0.2,35.22
3162,CA-2025-443784,2025-12-16,2025-12-19,First Class,CUST-00310,John Anderson,Home Office,United States,Richmond,Virginia,75725,South,OFF-AP-10000003,Office Supplies,Appliances,Appliance Model-C3,314.3,5,0.0,66.43
3163,CA-2025-582737,2025-08-21,2025-08-28,Standard Class,CUST-00116,Susan Davis,Consumer,United States,Milwaukee,Wisconsin,62349,Central,OFF-ST-10000002,Office Supplies,Storage,Storage Model-B2,1005.0,6,0.0,454.5
3164,CA-2025-768154,2025-05-29,2025-06-04,Standard Class,CUST-00000,Claire Gute,Home Office,United States,Boston,Massachusetts,54213,East,FUR-CH-10000003,Furniture,Chairs,Chair Model-C3,1169.67,3,0.0,361.38
3165,CA-2026-485503,2026-02-05,2026-02-09,Second Class,CUST-00082,Robert Martin,Home Office,United States,Henderson,Kentucky,44598,South,FUR-TA-10000010,Furniture,Tables,Table Model-J10,2805.37,4,0.1,-44.15
3166,CA-2025-634880,2025-12-12,2025-12-14,First Class,CUST-00078,Lisa Rodriguez,Home Office,United States,Atlanta,Georgia,15545,South,FUR-CH-10000001,Furniture,Chairs,Chair Model-A1,333.48,2,0.0,76.72
3167,CA-2025-197190,2025-03-17,2025-03-21,Second Class,CUST-00316,David Jones,Corporate,United States,Boston,Massachusetts,27994,East,FUR-BO-10000013,Furniture,Bookcases,Bookcase Model-M13,294.76,2,0.0,23.69
3168,CA-2025-152074,2025-08-08,2025-08-11,First Class,CUST-00292,Mary Martin,Consumer,United States,Boston,Massachusetts,63588,East,OFF-BI-10000006,Office Supplies,Binders,Binder Model-F6,162.98,4,0.2,79.68
3169,CA-2025-804242,2025-12-07,2025-12-09,First Class,CUST-00047,Gary Mitchum,Consumer,United States,Columbus,Ohio,63838,Central,OFF-SU-10000002,Office Supplies,Supplies,Supplie Model-B2,298.68,3,0.0,104.47
3170,CA-2025-872463,2025-08-28,2025-08-29,Same Day,CUST-00348,Robert Lee,Corporate,United States,Atlanta,Georgia,37159,South,FUR-TA-10000008,Furniture,Tables,Table Model-H8,455.56,1,0.1,-49.69
3171,CA-2026-979328,2026-04-23,2026-04-24,Same Day,CUST-00136,Donald Moore,Corporate,United States,Seattle,Washington,89054,West,FUR-CH-10000006,Furniture,Chairs,Chair Model-F6,1569.0,6,0.0,369.15
3172,CA-2025-837453,2025-11-01,2025-11-04,First Class,CUST-00246,Patricia Johnson,Home Office,United States,Detroit,Michigan,91020,Central,OFF-PA-10000004,Office Supplies,Paper,Paper Model-D4,18.45,3,0.0,5.99
3173,CA-2024-146920,2024-07-03,2024-07-08,Second Class,CUST-00168,Elizabeth Johnson,Consumer,United States,New York,New York,48001,East,FUR-TA-10000011,Furniture,Tables,Table Model-K11,3201.66,9,0.0,30.25
3174,CA-2024-246731,2024-11-15,2024-11-16,Same Day,CUST-00270,William Johnson,Home Office,United States,Columbus,Ohio,58009,Central,FUR-FU-10000002,Furniture,Furnishings,Furnishing Model-B2,144.02,7,0.4,-28.5
3175,CA-2024-350826,2024-04-21,2024-04-26,Second Class,CUST-00182,Sandra Martin,Corporate,United States,Charlotte,North Carolina,36367,South,TEC-CO-10000001,Technology,Copiers,Copier Model-A1,4529.45,5,0.0,2517.67
3176,CA-2026-531209,2026-12-08,2026-12-09,Same Day,CUST-00262,Barbara Wilson,Home Office,United States,Phoenix,Arizona,46962,West,OFF-AP-10000004,Office Supplies,Appliances,Appliance Model-D4,749.88,3,0.0,269.95
3177,CA-2024-123247,2024-12-25,2024-12-26,Same Day,CUST-00044,Zack Olson,Consumer,United States,Seattle,Washington,62652,West,FUR-CH-10000008,Furniture,Chairs,Chair Model-H8,2470.38,6,0.0,684.63
3178,CA-2025-807214,2025-03-04,2025-03-07,First Class,CUST-00182,Sandra Martin,Corporate,United States,Charlotte,North Carolina,54351,South,FUR-FU-10000009,Furniture,Furnishings,Furnishing Model-I9,168.93,3,0.0,69.46
3179,CA-2024-884677,2024-09-04,2024-09-08,Second Class,CUST-00332,Patricia Lewis,Consumer,United States,Philadelphia,Pennsylvania,69597,East,OFF-SU-10000006,Office Supplies,Supplies,Supplie Model-F6,15.31,1,0.6,-12.65
3180,CA-2026-910131,2026-05-15,2026-05-21,Standard Class,CUST-00172,Robert White,Corporate,United States,Houston,Texas,65871,Central,OFF-LA-10000014,Office Supplies,Labels,Label Model-N14,16.48,8,0.0,5.14
3181,CA-2024-352631,2024-03-13,2024-03-14,Same Day,CUST-00306,Barbara Anderson,Corporate,United States,Wilmington,Delaware,69459,East,TEC-CO-10000013,Technology,Copiers,Copier Model-M13,4627.88,4,0.0,2536.73
3182,CA-2025-869734,2025-01-08,2025-01-10,First Class,CUST-00244,Thomas Sanchez,Home Office,United States,Salt Lake City,Utah,40323,West,FUR-BO-10000005,Furniture,Bookcases,Bookcase Model-E5,1050.0,6,0.3,-225.0
3183,CA-2025-840571,2025-08-19,2025-08-20,Same Day,CUST-00164,Patricia Robinson,Corporate,United States,Richmond,Virginia,17348,South,TEC-MA-10000005,Technology,Machines,Machine Model-E5,2890.62,5,0.1,417.36
3184,CA-2025-701397,2025-11-09,2025-11-11,First Class,CUST-00152,Mark Lee,Home Office,United States,Richmond,Virginia,79248,South,TEC-AC-10000006,Technology,Accessories,Accessorie Model-F6,380.76,6,0.0,185.42
3185,CA-2024-299608,2024-11-10,2024-11-11,Same Day,CUST-00346,Sarah Rodriguez,Consumer,United States,Boston,Massachusetts,49948,East,OFF-LA-10000005,Office Supplies,Labels,Label Model-E5,73.44,6,0.1,39.96
3186,CA-2024-833901,2024-10-18,2024-10-21,First Class,CUST-00320,Susan Martinez,Consumer,United States,Seattle,Washington,64610,West,FUR-TA-10000007,Furniture,Tables,Table Model-G7,452.6,1,0.3,-146.98
3187,CA-2024-570782,2024-11-01,2024-11-06,Second Class,CUST-00226,Jessica Wilson,Corporate,United States,Miami,Florida,63165,South,TEC-AC-10000003,Technology,Accessories,Accessorie Model-C3,595.24,4,0.0,311.38
3188,CA-2024-678603,2024-02-03,2024-02-05,First Class,CUST-00024,David Kendrick,Home Office,United States,Houston,Texas,45331,Central,OFF-EN-10000008,Office Supplies,Envelopes,Envelope Model-H8,11.77,3,0.4,2.88
3189,CA-2025-576067,2025-11-27,2025-11-29,First Class,CUST-00058,Mark Lee,Home Office,United States,Houston,Texas,68861,Central,OFF-PA-10000015,Office Supplies,Paper,Paper Model-O15,368.86,9,0.2,189.49
3190,CA-2025-911839,2025-01-22,2025-01-25,First Class,CUST-00009,Ola Baker,Consumer,United States,Henderson,Kentucky,22372,South,OFF-FA-10000007,Office Supplies,Fasteners,Fastener Model-G7,57.32,4,0.0,36.12
3191,CA-2025-611837,2025-11-02,2025-11-08,Standard Class,CUST-00126,Nancy Williams,Corporate,United States,Henderson,Kentucky,21005,South,TEC-AC-10000004,Technology,Accessories,Accessorie Model-D4,560.52,9,0.1,251.46
3192,CA-2025-838414,2025-12-10,2025-12-16,Standard Class,CUST-00204,Daniel Johnson,Consumer,United States,Baltimore,Maryland,88926,East,OFF-SU-10000003,Office Supplies,Supplies,Supplie Model-C3,334.0,5,0.2,63.5
3193,CA-2026-796198,2026-01-04,2026-01-07,First Class,CUST-00130,Charles Rodriguez,Home Office,United States,Salt Lake City,Utah,53784,West,OFF-LA-10000012,Office Supplies,Labels,Label Model-L12,39.96,6,0.0,21.97
3194,CA-2025-779511,2025-05-24,2025-05-28,Second Class,CUST-00138,Anthony Lee,Corporate,United States,Baltimore,Maryland,44204,East,OFF-BI-10000011,Office Supplies,Binders,Binder Model-K11,16.03,1,0.0,7.42
3195,CA-2024-897008,2024-11-24,2024-11-30,Standard Class,CUST-00318,Donald Williams,Consumer,United States,Phoenix,Arizona,24504,West,OFF-LA-10000014,Office Supplies,Labels,Label Model-N14,51.66,3,0.0,33.76
